# Gene Family	RAG_100_Abundance-RPKs	RAG_101_Abundance-RPKs	RAG_102_Abundance-RPKs	RAG_103_Abundance-RPKs
K00763	5.226	42.923	16.049	1.94
K00764	10.101	8.938	13.502	6.184
K00765	5.672	5.865	32.066	59.965
K00766	3.223	14.493	31.119	45.463
K00767	25.059	51.534	39.951	67.863
K00768	0	0.288	12.708	8.229
K00769	0.802	0	0	0
K00772	0	0	0	0
K00773	8.628	17.574	23.511	2.132
K00782	2.705	0	1.943	5.814
K00783	3.947	35.348	34.851	70.812
K00784	7.069	15.394	42.143	50.455
K00785	0	0	0	0
K00786	0.222	2.668	0.222	0
K00788	8.288	9.614	40.738	55.35
K00789	8.936	32.008	41.973	54.618
K00790	3.981	21.753	28.071	50.47
K00791	7.012	12.775	38.236	56.992
K00793	2.653	12.06	19.923	2.649
K00794	7.008	13.979	43.584	70.654
K00795	0	0	0	0
K00796	0	7.52	1.473	6.398
K00797	3.884	11.59	19.643	2.244
K00798	0.205	1.414	1.526	7.086
K00799	10.506	0	0.263	0.67
K00800	5.905	13.899	31.068	56.724
K00801	0	0	0	0
K00803	0	0	0	0
K00805	1.539	8.261	12.526	0
K00806	1.441	11.236	5.194	2.408
K00809	0	0	0.244	0
K00812	1.149	0.419	1.354	3.05
K00813	1.248	0	0	0
K00817	2.206	10.842	18.856	50.885
K00819	0	0.335	0.819	2.933
K00820	5.457	13.819	38.095	8.173
K00821	8.988	9.666	8.855	6.599
K00823	1.137	0	0	0
K00824	0	3.221	0	0
K00826	33.205	86.853	19.949	23.193
K00831	7.667	14.749	18.255	6.631
K00832	1.77	0.591	0	0.932
K00833	2.319	1.529	13.484	4.981
K00835	0.423	0	0	0
K00836	1.364	0	0	0
K00840	3.138	0	0	0
K00841	0	1.732	0	0
K00844	0.463	0.898	0	0.567
K00845	16.034	11.575	20.507	5.339
K00847	7.778	23.112	3.995	0
K00848	4.215	4.31	19.054	60.156
K00849	3.416	14.698	9.17	0.364
K00850	16.816	21.849	59.412	102.897
K00851	0	1.309	0	0
K00852	1.278	0.488	2.992	0
K00853	1.931	0.288	0.553	0
K00854	2.686	7.417	10.007	6.367
K00855	4.691	0	0	0
K00857	6.803	3.987	29.83	39.115
K00858	5.559	20.331	18.947	2.746
K00859	3.662	17.877	17.805	9.415
K00860	8.041	1.198	15.02	61.402
K00863	0	0	0	0
K00864	10.909	9.663	19.943	0.682
K00865	6.081	1.75	4.728	1.3
K00867	5.748	3.994	0.752	0.997
K00868	8.862	18.976	21.64	2.391
K00869	0	0	0	0
K00872	5.908	8.235	2.135	1.932
K00873	2.21	16.746	15.262	52.313
K00874	19.576	9.862	12.63	7.672
K00875	0	0	0	0
K00876	8.165	26.216	42.972	58.105
K00878	7.544	8.795	17.91	2.569
K00879	1.926	0	0	0.094
K00880	0	0	0	0
K00881	2.309	0	0.162	0
K00882	5.113	8.459	10.275	1.127
K00883	0	0	0	0
K00884	7.02	0	0	0
K00885	7.219	0	0	0
K00887	0	0	0	0
K00891	13.247	8.881	34.457	61.835
K00892	0.55	0	0	0
K00895	0.635	1.45	0	0.759
K00897	0	0	0	0
K00899	0.181	0.223	0	0
K00901	8.102	0	0.531	0
K00906	3.458	0	0	0.261
K00912	5.208	1.313	16.192	12.807
K00917	0	0.186	0	0
K00919	5.613	8.013	3.331	7.071
K00925	4.994	12.976	45.985	57.039
K00926	4.545	0	1.115	0
K00927	10.232	23.594	20.84	6.428
K00928	3.739	1.857	9.839	1.81
K00929	0	0.318	9.002	48.689
K00930	6.023	9.013	29.18	71.563
K00931	2.484	14.787	22.804	5.044
K00932	4.08	0	0	0.241
K00936	0	0	1.676	0.853
K00937	1.762	1.543	10.479	0.056
K00938	0	3.023	0	0.289
K00939	4.061	27.908	46.993	12.18
K00940	0.703	5.043	16.249	52.426
K00941	5.08	10.083	11.477	1.453
K00942	8.769	17.614	27.145	11.834
K00943	8.024	9.234	1.996	0.582
K00945	8.528	13.66	22.903	13.036
K00946	9.222	2.638	5.5	9.076
K00948	6.095	21.983	45.089	37.898
K00949	1.603	2.282	12.981	0.453
K00950	3.387	0.522	0.168	3.453
K00951	12.981	23.223	34.244	9.842
K00952	0	0	0	0
K00954	10.976	8.629	35.521	62.511
K00956	0	7.351	25.882	43.363
K00957	4.564	16.899	50.108	70.76
K00958	0	0	0.379	0.635
K00962	8.56	23.512	63.369	57.861
K00963	7.242	5.818	1.594	0
K00965	1.043	8.912	9.361	0
K00968	0	0	0	0
K00969	1.522	2.304	3.5	5.7
K00970	0	0	1.454	0
K00971	1.3	2.61	24.918	53.919
K00972	0	3.12	0	0
K00973	4.452	19.018	42.246	5.213
K00974	3.01	15.165	3.425	0.701
K00975	5.664	21.359	34.498	2.254
K00978	1.395	1.004	0.404	1.12
K00979	7.178	1.485	8.872	43.866
K00980	2.783	0	0.139	0
K00981	4.195	4.311	13.538	4.48
K00982	0	0	1.231	0.247
K00983	0	0	0.245	0
K00984	2.414	0	0	0
K00986	0	0	1.126	0
K00989	5.173	0.768	0.443	0
K00990	2.275	0	1.463	0.059
K00991	5.484	6.276	20.439	8.806
K00995	8.602	8.135	22.051	44.251
K00996	0	0	0	0
K00997	5.442	11.998	7.593	1.041
K00998	4.001	0	0	0.446
K01000	1.189	14.1	37.198	58.357
K01001	0	0	0	0
K01002	5.562	0.554	0	0.129
K01006	7.253	23.013	24.671	3.244
K01007	2.642	0	0.234	0.757
K01008	4.201	11.019	28.089	0.583
K01011	2.494	0	0	0
K01012	2.347	12.844	19.307	8.365
K01023	0	0	1.003	0
K01026	0.96	5.5	10.907	0
K01034	4.153	0	1.124	0
K01035	3.882	0	1.123	0
K01039	2.918	0.873	2.557	0
K01040	1.794	0.697	2.047	0
K01042	4.813	0.354	0	0.267
K01046	0	5.502	0	0
K01048	3.299	0	0.521	0
K01051	2.658	0.475	1.625	10.828
K01055	0	0	0	0
K01056	3.23	24.471	33.214	52.545
K01057	0	0.902	10.623	4.972
K01058	7.977	0	0	0
K01060	0	0	0	0
K01061	4.734	0	0	0
K01066	6.635	0	0.294	0.255
K01069	10.353	9.361	13.33	5.199
K01070	5.433	0	0	0.624
K01071	0.209	0.38	1.894	0
K01077	1.344	2.03	6.761	6.522
K01079	3.086	5.287	2.243	5.119
K01081	0	0.32	0	0
K01082	3.781	0	0	0.589
K01085	1.539	0	0	0
K01087	3.776	0	0	0.153
K01089	2.552	0.288	10.237	45.286
K01090	0	0	0	0
K01091	5.499	12.147	24.237	9.787
K01092	3.615	0	2.798	1.929
K01093	2.76	0.191	0	0
K01095	2.954	0	0.273	1.474
K01096	2.048	1.639	0	0
K01101	0	2.492	0	0
K01104	13.529	22.786	25.848	3
K01114	0	0	0	0
K01118	1.489	0	0	0.368
K01119	3.881	0.475	4.839	0.605
K01126	6.938	8.942	21.353	11.788
K01129	0.175	6.203	3.458	1.29
K01130	1.898	0	0	0.847
K01138	3.013	0	0	0
K01139	2.13	0	0	0
K01141	1.441	0	0	0
K01142	17.399	7.752	8.257	1.327
K01146	1.558	0	0	0
K01147	3.763	0	0	0.419
K01150	4.507	0	0	0
K01151	0.727	1.587	5.954	7.633
K01153	7.034	7.895	24.227	2.52
K01154	2.592	4.705	7.425	1.066
K01155	5.692	2.61	0	2.708
K01156	0	0	0.926	0
K01159	0.711	3.72	33.861	50.82
K01160	0	0	0	0
K01163	0.543	0.528	16.381	52.632
K01169	2.495	0	0	0
K01170	0	0	0	0
K01173	0	0	0	1.227
K01174	0	0	0	0
K01175	5.322	0	0	0
K01176	7.054	5.339	1.615	0.767
K01179	4.662	38.905	0	0.537
K01181	0	0	0	0
K01182	1.229	1.242	10.429	1.108
K01183	0	0	0.785	5.021
K01185	4.059	3.166	3.138	0.529
K01186	0	0	8.72	7.148
K01187	1.888	5.069	9.83	12.832
K01188	0	0	0	0
K01190	7.839	21.293	23.502	58.586
K01191	0	0	0.949	0.969
K01192	0	1.549	8.881	0.612
K01193	0.29	16.824	18.729	3.865
K01194	2.737	0	0	0.28
K01195	3.017	3.943	2.4	0.107
K01197	0	0	0	0.886
K01198	2.355	13.085	13.363	2.315
K01200	3.078	6.109	15.737	1.279
K01201	0	0.335	4.842	2.275
K01202	0	0	0	0
K01205	0.98	8.688	7.396	6.536
K01206	1.124	20.969	22.212	17.958
K01207	4.151	6.247	3.18	0.376
K01208	0	5.846	1.582	2.382
K01209	0.745	3.566	15.335	7.756
K01214	0	0.711	4.463	0
K01215	0.392	1.17	6.919	0.511
K01218	0.747	5.52	1.801	0
K01220	0.175	1.027	0	0
K01222	1.689	0.204	0	0
K01223	14.114	14.377	7.896	1.872
K01224	0	0.294	0.799	0
K01226	1.436	0	0.958	0
K01227	0	0	1.992	0
K01232	0	0	0	0
K01235	0	0	8.359	0
K01239	0	0.514	2.718	0
K01241	1.41	0	0	0.104
K01243	40.424	5.892	16.417	2.025
K01246	2.113	1.018	5.082	0
K01247	0.959	0	0.761	0.489
K01250	2.036	0.579	0	0
K01251	0.779	0.396	18.001	51.995
K01252	7.043	0	0	0.349
K01255	3.101	0	0	0
K01256	2.757	0.923	0.297	0.071
K01258	0.915	8.813	18.941	51.117
K01259	0	2.016	0	0
K01262	2.172	1.824	17.457	61.23
K01265	5.256	17.085	39.724	54.612
K01266	0	0	0	0
K01267	0.424	5.258	2.901	0.588
K01270	1.481	6.874	2.946	0.407
K01271	1.587	0.76	0.104	0.141
K01273	1.418	1.475	1.58	0
K01277	2.023	10.44	11.063	17.307
K01278	2.561	0.622	10.778	35.409
K01281	0	8.29	1.143	0
K01284	3.463	17.661	4.146	12.476
K01286	0	0	0	0
K01295	0	0.6	0.516	0
K01297	5.11	1.163	15.963	54.168
K01299	0.778	0.203	0.85	0
K01304	0.234	4.615	0	0
K01305	6.507	0.396	15.138	0.242
K01308	0	0.253	0	0
K01338	4.792	18.386	31.665	6.924
K01354	2.811	0	0	0
K01355	0	0	0	0
K01356	8.924	11.447	21.175	1.805
K01358	11.211	62.866	57.353	69.127
K01361	0	0	0	0
K01372	4.219	7.589	12.684	13.536
K01407	1.956	0	0	0
K01409	8.429	20.753	29.055	44.965
K01414	6.291	0	0	0.351
K01419	7.03	3.449	0.327	2.59
K01420	1.848	0.951	6.751	0
K01421	1.119	17.82	3.882	0.534
K01423	4.424	0	0	0
K01424	8.601	2.46	2.966	0.404
K01425	8.257	2.744	20.139	52.968
K01426	0	0	0.294	0
K01428	0	4.819	1.462	0
K01429	0.497	3.839	0.931	0
K01430	0	8.616	0.787	0
K01433	5.004	0.403	21.995	48.657
K01436	0.425	0.977	0	1.426
K01438	0.601	0.238	0.312	5.143
K01439	1.865	6.85	14.677	1.394
K01442	3.798	11.857	10.109	6.121
K01443	3.01	7.438	19.56	1.645
K01447	0	0	0	0
K01448	11.504	15.021	8.151	6.483
K01449	0	0	0.156	0.474
K01451	0	0	0	0
K01455	0	0	0	0
K01457	0	0	0.88	0
K01460	3.46	0.41	0	0.162
K01462	6.832	28.773	55.383	61.943
K01464	5.532	2.912	8.329	1.914
K01465	5.944	8.997	4.549	0.352
K01466	1.126	0	0	0
K01467	2.781	0	0	0.269
K01468	0.274	0.299	10.36	10.198
K01470	0	0.298	0.781	5.352
K01476	0	0	0.545	0
K01478	0.144	1.998	1.171	0
K01479	0	1.452	0	0
K01480	7.226	0.558	2.365	1.546
K01482	0.351	0.403	0.616	0.884
K01483	5.595	0	0	0
K01484	1.436	0	0	0
K01485	3.945	0	0	0
K01486	4.044	3.626	4.169	1.192
K01487	1.916	0.869	3.458	1.569
K01488	7.04	6.592	19.269	0.838
K01489	7.148	6.593	1.141	1.193
K01491	20.134	28.812	50.003	58.001
K01493	28.644	38.063	26.739	6.907
K01494	4.211	2.737	1.378	0
K01495	7.507	12.183	32.652	64.643
K01496	0.364	3.231	4.889	0.238
K01497	2.641	0	0	0
K01499	0	0.177	0	0
K01501	0	0	0	0
K01502	0	0	0	0
K01507	3.345	0.226	2.344	0
K01512	0	13.58	10.606	1.663
K01515	4.977	6.364	14.058	1.798
K01520	7.75	11.597	32.773	71.179
K01521	7.719	0.294	0	0
K01523	0.423	4.074	0.766	0.337
K01524	4.997	4.721	1.466	6.624
K01525	3.245	0	0	0
K01531	1.289	5.582	0.523	3.031
K01533	6.788	8.396	33.78	46.155
K01534	5.651	6.747	1.859	0.923
K01537	1.716	7.283	10.034	0.632
K01545	0	0	0	0
K01546	4.132	0	18.627	57.422
K01547	0.349	0	3.739	5.423
K01548	7.756	0	0.746	6.891
K01551	0	0	0.947	5.123
K01560	1.236	5.428	2.876	1.205
K01567	0.569	1.91	11.894	0
K01571	3.888	15.188	20.454	1.242
K01572	37.698	5.047	33.17	48.551
K01573	0.572	0.323	1.429	4.827
K01574	0	2.754	0	0
K01575	0	0	0	0
K01577	3.438	0	1.649	0.097
K01579	33.013	45.81	58.993	69.726
K01580	1.136	0	0.598	0.059
K01581	0.593	0	0.092	0.2
K01582	3.305	0	0	0.119
K01584	1.337	0	0	0
K01585	4.954	2.541	16.698	55.88
K01586	4.637	15.666	33.01	32.579
K01588	6.824	18.663	13.951	2.337
K01589	2.345	2.085	2.4	0
K01590	0	0.22	0	0.308
K01591	10.444	34.449	52.208	59.303
K01595	2.689	4.802	3.289	0
K01596	6.211	0.244	2.79	0
K01597	0	0	0	0
K01598	0	0	0.553	0
K01599	3.252	0.452	0	0.378
K01601	0	0	0	0
K01607	0.511	5.507	11.546	0
K01608	0	0	0	0
K01609	0.72	12.325	5.201	1.708
K01610	11.003	22.203	54.35	54.235
K01611	0.244	2.257	0	1.835
K01612	0	0	0	0
K01613	4.552	2.959	23.411	50.49
K01615	1.03	0.32	0.683	0
K01619	6.473	8.518	23.53	11.073
K01620	0.834	1.264	7.298	5.932
K01621	0	0	1.632	0
K01622	0.369	0	0	0
K01624	17.615	18.691	35.782	2.573
K01625	11.665	14.065	5.374	3.572
K01626	3.869	9.65	12.169	0
K01627	7.086	2.283	2.54	2.686
K01628	4.067	2.566	18.796	1.96
K01629	4.281	3.061	21.301	56.798
K01630	3.702	0.254	0	0.097
K01631	2.209	0	0	0
K01633	0.286	0.515	3.766	5.824
K01635	0	0.651	0	0
K01637	0	0	0	0
K01638	3.519	0	0.092	0
K01639	7.935	3.009	0	2.812
K01640	0.85	0	0.842	0
K01641	0.214	0.246	0	0
K01643	1.057	1.13	0	0
K01644	5.235	0.437	0	0
K01646	8.553	4.483	0	0
K01647	11.039	21.489	75.115	58.702
K01649	5.322	11.707	7.453	2.589
K01652	7.341	12.039	41.937	50.711
K01653	84.111	8.804	19.998	1.983
K01654	0	0	0.793	0
K01657	7.569	21.125	16.764	6.731
K01658	2.366	2.871	1.314	6.456
K01659	6.06	0	0	0
K01661	11.605	4.897	0.567	2.683
K01662	3.271	7.197	8.197	44.045
K01664	6.713	0	2.265	0.394
K01665	2.986	4.096	1.126	0.396
K01666	5.219	4.897	7.748	0
K01667	0.214	0	4.328	0.407
K01668	0	0	0.236	0
K01669	1.251	0	0	0
K01671	7.276	0	0	0
K01673	8.41	1.321	6.912	1.218
K01674	0	0	0	0
K01676	6.033	2.283	3.164	1.642
K01677	3.793	14.578	5.635	1.644
K01678	0.501	1.892	7.895	0.623
K01679	4.069	0.942	2.119	1.373
K01681	14.743	14.892	31.754	53.956
K01682	0.647	0	0.077	0
K01684	3.929	0.167	2.095	6.653
K01685	2.339	5.218	1.971	0.329
K01686	13.04	1.667	20.49	50.069
K01687	12.515	27.466	60.516	68.827
K01689	7.767	36.459	39.611	57.166
K01690	0.613	0	0	0
K01692	1.819	0	0	0
K01693	0.686	9.915	9.595	0
K01695	5.334	12.624	18.408	40.106
K01696	2.319	8.984	30.804	43.548
K01697	0	1.435	0	0
K01698	3.288	2.018	8.467	1.965
K01699	0	0.239	0	0
K01703	3.052	7.677	16.682	10.9
K01704	7.314	15.348	22.291	2.395
K01706	0.838	0	0	0
K01708	0.204	0	0	0
K01709	0.202	1.237	1.881	1.26
K01710	11.871	7.108	9.649	9.121
K01711	1.735	1.255	9.588	15.712
K01712	3.745	1.712	2.299	0.725
K01714	5.179	12.976	39.436	46.721
K01715	2.741	6.129	10.285	2.365
K01716	5.406	0	0	0.177
K01719	3.267	0.734	0.736	6.639
K01720	4.465	0	0	0.188
K01725	4.932	0	0	0
K01727	0	0	0	0
K01731	0	0	0	0
K01733	9.074	9.642	21.599	45.269
